0.593325	0.274075	0.290937	99.07
0.593421	0.276436	0.286872	101.61
0.59375	0.276327	0.285678	102.283
0.593874	0.277013	0.287559	101.428
0.593957	0.276203	0.288437	100.841
0.594204	0.278524	0.286515	102.3
0.594451	0.275777	0.289042	100.537
0.594478	0.276629	0.287147	101.683
0.594698	0.274418	0.287861	100.961
0.594753	0.277892	0.287504	101.762
0.594918	0.277947	0.288932	101.05
0.594932	0.278112	0.287366	101.904
0.594945	0.27564	0.28819	101.044
0.595	0.279252	0.286968	102.326
0.595892	0.278578	0.287394	102.138
0.595934	0.277274	0.289454	100.837
0.595989	0.278826	0.287998	101.878
0.596016	0.277398	0.286007	102.691
0.596401	0.275517	0.287421	101.68
0.596648	0.277205	0.289811	100.763
0.597032	0.279045	0.286556	102.863
0.597307	0.279018	0.292145	99.981
0.597307	0.278414	0.287641	102.225
