0.338309	0.155122	0.162715	101.624
0.338419	0.154778	0.16395	100.411
0.338639	0.153213	0.165571	98.532
0.338666	0.152142	0.164348	99.319
0.338749	0.153734	0.16579	98.526
0.338886	0.153542	0.165131	99.102
0.339408	0.154311	0.1638	100.708
0.33949	0.155602	0.162385	102.444
0.339572	0.153364	0.161039	103.048
0.339792	0.154174	0.161342	103.08
0.339902	0.153295	0.163058	101.234
0.339984	0.15486	0.164143	100.736
0.340012	0.15368	0.167768	97.135
0.340053	0.154668	0.162179	102.523
0.340232	0.153556	0.164939	99.688
0.340259	0.151153	0.165626	98.35
0.340259	0.155094	0.165488	99.664
0.340369	0.153282	0.166834	97.947
0.340561	0.15519	0.166916	98.503
0.340671	0.154998	0.162605	102.415
0.340753	0.153391	0.164239	100.434
0.340877	0.15486	0.164568	100.617
0.341055	0.153817	0.16579	99.247
0.341055	0.154352	0.166367	98.89
0.341055	0.155739	0.164005	101.457
0.34111	0.153542	0.165886	99.094
0.341138	0.153377	0.165708	99.213
0.341385	0.155272	0.167109	98.603
0.341398	0.153172	0.165228	99.663
0.341467	0.154805	0.164884	100.491
0.341481	0.154819	0.165873	99.602
0.34155	0.154531	0.16693	98.59
0.341742	0.156206	0.16439	101.453
0.341989	0.155327	0.165049	100.657
0.342099	0.155052	0.165131	100.532
0.342374	0.155877	0.164005	101.901
0.342813	0.154531	0.164939	100.766
0.342978	0.156453	0.165338	101.034
0.343005	0.154503	0.163374	102.26
0.343335	0.155176	0.164747	101.296
