0.504182	0.235229	0.24436	101.295
0.505171	0.234872	0.244141	101.561
0.506132	0.23343	0.245294	100.75
0.506132	0.234488	0.244827	101.254
0.506187	0.23538	0.247478	99.825
0.506379	0.234474	0.245294	101.013
0.506544	0.23501	0.247106	100.047
0.506654	0.236012	0.246104	100.885
0.506736	0.236932	0.246475	100.861
0.507038	0.23501	0.246695	100.398
0.507079	0.238785	0.24793	100.418
0.507175	0.236258	0.247573	100.144
0.507463	0.236369	0.247491	100.275
0.507532	0.236753	0.24296	103.17
0.507587	0.236259	0.244745	101.963
0.50767	0.236781	0.248136	100.008
0.508219	0.236588	0.250032	98.943
0.508246	0.237055	0.247326	100.672
0.508247	0.236684	0.247244	100.647
0.508425	0.23711	0.246255	101.375
0.508576	0.235641	0.249524	99.128
0.50863	0.234556	0.246104	100.99
0.50881	0.236561	0.247258	100.728
0.509565	0.240076	0.247573	101.398
0.510471	0.237468	0.247024	101.39
0.510896	0.237962	0.248314	100.788
