0.38023	0.172903	0.186882	97.99
0.380656	0.172189	0.185577	98.953
0.380958	0.172684	0.185577	99.168
0.381205	0.172409	0.184437	100.082
0.381343	0.173878	0.185563	99.604
0.381398	0.174551	0.187308	98.405
0.381452	0.174633	0.185234	100.104
0.381645	0.172464	0.188255	97.17
0.382029	0.172066	0.184712	99.989
0.382057	0.174194	0.186332	99.263
0.382276	0.17315	0.188035	97.692
0.382428	0.172986	0.18246	102.201
0.382468	0.173755	0.185975	99.543
0.382496	0.173864	0.187733	98.179
0.382524	0.174551	0.183696	101.63
0.382661	0.172876	0.187431	98.198
0.382853	0.173658	0.18511	100.319
0.382936	0.173095	0.183559	101.458
0.383073	0.174908	0.185975	100.015
0.383183	0.174908	0.185069	100.779
0.383306	0.174194	0.186387	99.555
0.383347	0.175554	0.182721	102.938
0.38343	0.173782	0.184863	100.709
0.383526	0.174798	0.188845	97.826
0.383759	0.174084	0.185742	100.166
0.384226	0.176611	0.185151	101.454
0.384336	0.174784	0.187225	99.318
0.384391	0.175842	0.184766	101.606
0.384501	0.17521	0.184273	101.87
