0.717592	0.337485	0.355048	98.583
0.718251	0.339353	0.352452	100.035
0.718361	0.340602	0.357314	98.184
0.718855	0.336277	0.3548	98.694
0.718883	0.337101	0.354951	98.751
0.718993	0.336497	0.352109	99.881
0.719034	0.33938	0.355638	98.805
0.719212	0.336648	0.353043	99.537
0.71935	0.339174	0.35561	98.832
0.719405	0.340904	0.354264	99.649
0.719528	0.338557	0.354951	99.047
0.719583	0.337032	0.352232	99.988
0.719817	0.340218	0.35476	99.402
0.720064	0.338103	0.354567	99.22
0.720078	0.341934	0.352837	100.496
0.720105	0.339215	0.353358	99.893
0.720215	0.339023	0.355226	99.094
0.720407	0.339463	0.353111	100.076
0.720476	0.338556	0.355913	98.777
0.72097	0.338996	0.354484	99.508
0.72108	0.339847	0.353908	99.887
0.721134	0.339517	0.35616	98.901
0.721135	0.341453	0.35572	99.357
0.721492	0.341907	0.353111	100.576
0.721519	0.342209	0.354032	100.231
0.721629	0.34269	0.353331	100.612
0.721766	0.339133	0.354539	99.617
0.722069	0.339518	0.355034	99.505
0.722151	0.338996	0.354553	99.646
0.722151	0.339106	0.355322	99.337
0.722288	0.339614	0.354155	99.92
0.722563	0.339408	0.353551	100.186
0.722617	0.340904	0.355528	99.569
0.722755	0.342868	0.355171	100.015
0.723634	0.340794	0.354828	99.992
