0.420738	0.192004	0.203702	100.401
0.421795	0.193885	0.20627	99.241
0.421877	0.190671	0.203112	100.791
0.422317	0.194282	0.203043	101.84
0.422509	0.195285	0.205172	100.556
0.422536	0.192704	0.203881	100.882
0.422866	0.195203	0.206435	99.701
0.422866	0.194406	0.207259	98.913
0.42299	0.19258	0.20638	99.135
0.423168	0.193116	0.207052	98.823
0.423182	0.195917	0.20524	100.823
0.42358	0.194104	0.206325	99.687
0.423909	0.194132	0.205803	100.154
0.424102	0.193884	0.206421	99.691
0.424102	0.192539	0.20454	100.738
0.424129	0.19556	0.206586	99.983
0.42428	0.194928	0.204114	101.682
0.424404	0.193143	0.207259	98.98
0.42509	0.193898	0.204416	101.404
0.425338	0.193747	0.207204	99.39
0.42553	0.195202	0.205391	101.11
0.42564	0.196877	0.205309	101.605
0.425722	0.196548	0.204265	102.319
0.425722	0.194269	0.204993	101.222
0.426903	0.195587	0.203249	103.135
0.427699	0.198663	0.207973	100.587
0.427727	0.195574	0.204128	102.674
