0.634614	0.295935	0.312769	98.76
0.635054	0.296236	0.309446	100.477
0.635892	0.296072	0.311176	99.749
0.636524	0.296841	0.309707	100.685
0.636688	0.29739	0.310957	100.194
0.637018	0.299038	0.31163	100.187
0.637032	0.296456	0.309419	100.845
0.637265	0.297061	0.312096	99.685
0.637402	0.298667	0.313772	99.164
0.637484	0.295578	0.311052	99.985
0.637759	0.296854	0.30806	101.694
0.637841	0.299875	0.311149	100.686
0.638638	0.296374	0.310847	100.397
0.638775	0.297335	0.309941	101.014
0.638912	0.297116	0.310957	100.508
0.639269	0.298626	0.308815	101.854
0.639297	0.298187	0.308293	102.044
0.639901	0.300658	0.311451	100.996
0.640313	0.298296	0.307798	102.472
