0.244992	0.105662	0.11931	96.95
0.247628	0.10757	0.12262	94.837
0.247683	0.110783	0.119928	99.451
0.24896	0.110316	0.119502	100.322
0.249001	0.107378	0.123375	94.429
0.249139	0.109163	0.12023	99.007
0.249661	0.108531	0.119763	99.542
0.249688	0.108064	0.12181	96.849
0.250018	0.10974	0.121864	97.606
0.250018	0.11158	0.120038	100.618
0.250046	0.109657	0.118226	102.125
0.250182	0.108916	0.121219	98.12
0.250292	0.10963	0.119022	101.2
0.250306	0.110618	0.1185	102.289
0.250622	0.109904	0.121644	98.188
0.250787	0.110454	0.12045	99.955
0.250787	0.109712	0.120066	100.125
0.250896	0.11114	0.118871	102.281
0.250896	0.112568	0.122153	98.774
0.250896	0.109575	0.118638	101.921
0.250951	0.110646	0.121851	98.377
0.250979	0.110687	0.12067	99.857
0.25113	0.111374	0.121342	99.372
0.251143	0.112156	0.121013	100.108
0.251144	0.111292	0.121109	99.632
0.251418	0.111415	0.122894	97.62
0.251582	0.111662	0.120395	100.856
0.251583	0.111415	0.121384	99.525
0.251844	0.110838	0.122757	97.724
0.251858	0.109657	0.121754	98.461
0.251967	0.11147	0.121425	99.655
0.252132	0.112486	0.120999	100.67
0.252393	0.111978	0.120614	101.048
0.252489	0.111772	0.119571	102.32
0.252544	0.110069	0.120876	99.994
0.252572	0.112624	0.119682	102.57
0.252599	0.112623	0.12056	101.47
0.252599	0.110894	0.123389	97.295
0.252627	0.111826	0.12181	99.6
0.252627	0.11103	0.12067	100.682
0.253107	0.110248	0.121535	99.486
0.253148	0.111772	0.119392	102.824
0.253231	0.112554	0.12207	99.826
0.255565	0.113832	0.121219	102.368
