0.678692	0.314911	0.331032	100.077
0.679419	0.316339	0.329439	101.129
0.680106	0.3159	0.334176	99.024
0.680216	0.318152	0.334821	99.09
0.680257	0.316174	0.330647	100.679
0.680271	0.316559	0.331416	100.39
0.680381	0.316477	0.333572	99.422
0.680394	0.316669	0.332474	99.946
0.680491	0.315955	0.329576	101.171
0.6806	0.31752	0.332707	100
0.680779	0.317108	0.33213	100.225
0.680793	0.318646	0.330853	101.04
0.680848	0.318069	0.334602	99.269
0.680888	0.316559	0.332886	99.818
0.68093	0.316724	0.33018	101.077
0.681012	0.318824	0.331361	100.868
0.68104	0.319044	0.333874	99.77
0.681177	0.316957	0.332405	100.138
0.681232	0.318592	0.332844	100.194
0.681259	0.316174	0.335838	98.499
0.681396	0.316834	0.329576	101.441
0.681397	0.317273	0.330867	100.917
0.681452	0.318632	0.330346	101.369
0.681685	0.320308	0.33029	101.684
0.681699	0.320349	0.330125	101.768
0.681809	0.32109	0.332927	100.618
0.681973	0.317987	0.332734	100.264
0.682001	0.319388	0.329754	101.839
0.682221	0.320541	0.332927	100.598
0.682303	0.321145	0.331773	101.225
0.682358	0.320376	0.333256	100.445
0.68255	0.322271	0.333407	100.69
0.682646	0.31888	0.331059	101.261
0.682797	0.318894	0.330455	101.562
0.68288	0.319305	0.333188	100.393
0.683045	0.317987	0.332734	100.425
0.683154	0.31947	0.333366	100.379
0.68325	0.318866	0.334382	99.846
0.683484	0.320088	0.332748	100.801
0.683566	0.32072	0.332954	100.814
0.683704	0.319635	0.328546	102.694
0.684898	0.322258	0.335343	100.168
