-1.441046e-08,0.00571218
-1.439046e-08,0.00384473
-1.437046e-08,0.00167521
-1.435046e-08,-2.74624e-05
-1.433046e-08,-0.000714022
-1.431046e-08,-0.000164774
-1.429046e-08,0.00145551
-1.427046e-08,0.00370742
-1.425046e-08,0.00604173
-1.423046e-08,0.00796409
-1.421046e-08,0.00906259
-1.419046e-08,0.00925482
-1.417046e-08,0.00865065
-1.415046e-08,0.00755216
-1.413046e-08,0.00631635
-1.411046e-08,0.0053277
-1.409046e-08,0.0048883
-1.407046e-08,0.00519039
-1.405046e-08,0.0062065
-1.403046e-08,0.00774439
-1.401046e-08,0.00944706
-1.399046e-08,0.0108202
-1.397046e-08,0.0113694
-1.395046e-08,0.0106005
-1.393046e-08,0.0083211
-1.391046e-08,0.00464114
-1.389046e-08,5.49248e-05
-1.387046e-08,-0.00455876
-1.385046e-08,-0.00815633
-1.383046e-08,-0.00983153
-1.381046e-08,-0.00895274
-1.379046e-08,-0.00557486
-1.377046e-08,-0.000302086
-1.375046e-08,0.00562979
-1.373046e-08,0.0107378
-1.371046e-08,0.0137861
-1.369046e-08,0.0139509
-1.367046e-08,0.011342
-1.365046e-08,0.00678321
-1.363046e-08,0.00170267
-1.361046e-08,-0.00227938
-1.359046e-08,-0.00392712
-1.357046e-08,-0.00269131
-1.355046e-08,0.000988646
-1.353046e-08,0.00587695
-1.351046e-08,0.0102984
-1.349046e-08,0.0127151
-1.347046e-08,0.0120835
-1.345046e-08,0.00837603
-1.343046e-08,0.00244415
-1.341046e-08,-0.00414682
-1.339046e-08,-0.00969422
-1.337046e-08,-0.0127975
-1.335046e-08,-0.0128799
-1.333046e-08,-0.0102435
-1.331046e-08,-0.00595934
-1.329046e-08,-0.00148297
-1.327046e-08,0.00192237
-1.325046e-08,0.00346026
-1.323046e-08,0.00315817
-1.321046e-08,0.00164774
-1.319046e-08,2.74624e-05
-1.317046e-08,-0.000741484
-1.315046e-08,-2.74624e-05
-1.313046e-08,0.00216953
-1.311046e-08,0.00527278
-1.309046e-08,0.00843095
-1.307046e-08,0.0108202
-1.305046e-08,0.0119461
-1.303046e-08,0.0118912
-1.301046e-08,0.0110673
-1.299046e-08,0.0101885
-1.297046e-08,0.00974915
-1.295046e-08,0.00996885
-1.293046e-08,0.0106005
-1.291046e-08,0.0110399
-1.289046e-08,0.0106554
-1.287046e-08,0.00914498
-1.285046e-08,0.00661844
-1.283046e-08,0.00376235
-1.281046e-08,0.00153789
-1.279046e-08,0.000906259
-1.277046e-08,0.00238923
-1.275046e-08,0.00590441
-1.273046e-08,0.0106279
-1.271046e-08,0.0153515
-1.269046e-08,0.0188667
-1.267046e-08,0.0202947
-1.265046e-08,0.0194983
-1.263046e-08,0.0170267
-1.261046e-08,0.0139784
-1.259046e-08,0.0115342
-1.257046e-08,0.0104632
-1.255046e-08,0.0109026
-1.253046e-08,0.0122208
-1.251046e-08,0.0134016
-1.249046e-08,0.0132643
-1.247046e-08,0.0111497
-1.245046e-08,0.00716768
-1.243046e-08,0.00219699
-1.241046e-08,-0.0023343
-1.239046e-08,-0.00497069
-1.237046e-08,-0.00466861
-1.235046e-08,-0.00134566
-1.233046e-08,0.00420175
-1.231046e-08,0.0104082
-1.229046e-08,0.0155712
-1.227046e-08,0.0183723
-1.225046e-08,0.0183174
-1.223046e-08,0.0159007
-1.221046e-08,0.0123855
-1.219046e-08,0.00933721
-1.217046e-08,0.00804648
-1.215046e-08,0.00903513
-1.213046e-08,0.0118912
-1.211046e-08,0.0153789
-1.209046e-08,0.0179604
-1.207046e-08,0.0183174
-1.205046e-08,0.0158458
-1.203046e-08,0.01093
-1.201046e-08,0.00480592
-1.199046e-08,-0.000906259
-1.197046e-08,-0.00464114
